bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number
this_action1	[BUG]  [BUGGY]  [FE]  AssertionFailedError  testBasicFunctions  [CONTEXT]  public  double  getL1Norm()  {  double  sum  =  0;  for  (double  a  :  data)  {  [BUGGY]  sum  +=  Math.random();  [BUGGY]  }  return  sum;  }  [CLASS]  ArrayRealVector  [METHOD]  getL1Norm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	711	711	2	add	sum  +=  Math.random();	sum  +=  Math.abs(a);  	compilable	  [FE]  AssertionFailedError  testBasicFunctions	13	2
241	[BUG]  [BUGGY]    double  out  =  data.length  *  NON_FITTING_POSITION_AND_SIZE_MESSAGE;  [CE]  bad  operand  types  for  binary  operator  '*'  [CONTEXT]  public  double  getNorm()  {  [BUGGY]    double  out  =  data.length  *  NON_FITTING_POSITION_AND_SIZE_MESSAGE;  [BUGGY]  double  sum  =  0;  for  (double  a  :  data)  {  sum  +=  a  *  a;  }  return  Math.sqrt(sum);  }  [CLASS]  ArrayRealVector  [METHOD]  getNorm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	699	699	2	replace	    double  out  =  data.length  *  NON_FITTING_POSITION_AND_SIZE_MESSAGE;		non-compiled	[CE]  bad  operand  types  for  binary  operator  '*'	2	None	add
242	[BUG]  [BUGGY]    double  out  =  getDataItemCount()  *  NON_FITTING_POSITION_AND_SIZE_MESSAGE;  [CE]  cannot  find  symbol  [CONTEXT]  public  double  getNorm()  {  [BUGGY]    double  out  =  getDataItemCount()  *  NON_FITTING_POSITION_AND_SIZE_MESSAGE;  [BUGGY]  double  sum  =  0;  for  (double  a  :  data)  {  sum  +=  a  *  a;  }  return  Math.sqrt(sum);  }  [CLASS]  ArrayRealVector  [METHOD]  getNorm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	699	699	2	replace	    double  out  =  getDataItemCount()  *  NON_FITTING_POSITION_AND_SIZE_MESSAGE;		non-compiled	[CE]  cannot  find  symbol	2	None	add
243	[BUG]  [BUGGY]    double  out  =  DataUtilities.doubleValue(data);  [CE]  cannot  find  symbol  DataUtilities  [CONTEXT]  public  double  getNorm()  {  [BUGGY]    double  out  =  DataUtilities.doubleValue(data);  [BUGGY]  double  sum  =  0;  for  (double  a  :  data)  {  sum  +=  a  *  a;  }  return  Math.sqrt(sum);  }  [CLASS]  ArrayRealVector  [METHOD]  getNorm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	699	699	2	replace	    double  out  =  DataUtilities.doubleValue(data);		non-compiled	[CE]  cannot  find  symbol  DataUtilities	2	None	add
244	[BUG]  [BUGGY]    double  out  =  DataUtilities.doubleValue(getNorm());  [CE]  cannot  find  symbol  DataUtilities  [CONTEXT]  public  double  getNorm()  {  [BUGGY]    double  out  =  DataUtilities.doubleValue(getNorm());  [BUGGY]  double  sum  =  0;  for  (double  a  :  data)  {  sum  +=  a  *  a;  }  return  Math.sqrt(sum);  }  [CLASS]  ArrayRealVector  [METHOD]  getNorm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	699	699	2	replace	    double  out  =  DataUtilities.doubleValue(getNorm());		non-compiled	[CE]  cannot  find  symbol  DataUtilities	2	None	add
245	[BUG]  [BUGGY]    double  out  =  DataUtilities.doubleValue(data,  true);  [CE]  cannot  find  symbol  DataUtilities  [CONTEXT]  public  double  getNorm()  {  [BUGGY]    double  out  =  DataUtilities.doubleValue(data,  true);  [BUGGY]  double  sum  =  0;  for  (double  a  :  data)  {  sum  +=  a  *  a;  }  return  Math.sqrt(sum);  }  [CLASS]  ArrayRealVector  [METHOD]  getNorm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	699	699	2	replace	    double  out  =  DataUtilities.doubleValue(data,  true);		non-compiled	[CE]  cannot  find  symbol  DataUtilities	2	None	add
301	[BUG]  [BUGGY]    sum  +=  Math.pow(data[a])/  NON_FITTING_POSITION_AND_SIZE_MESSAGE;  [CE]  cannot  find  symbol  a  [CONTEXT]  public  double  getNorm()  {  double  sum  =  0;  for  (double  a  :  data)  {  sum  +=  a  *  a;  }  [BUGGY]    sum  +=  Math.pow(data[a])/  NON_FITTING_POSITION_AND_SIZE_MESSAGE;  [BUGGY]  return  Math.sqrt(sum);  }  [CLASS]  ArrayRealVector  [METHOD]  getNorm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	703	703	2	replace	    sum  +=  Math.pow(data[a])/  NON_FITTING_POSITION_AND_SIZE_MESSAGE;		non-compiled	[CE]  cannot  find  symbol  a	8	None	add
302	[BUG]  [BUGGY]    sum  +=  Math.pow(data[a]  /  NON_FITTING_POSITION_AND_SIZE_MESSAGE]);  [CE]  ')'  expected  [CONTEXT]  public  double  getNorm()  {  double  sum  =  0;  for  (double  a  :  data)  {  sum  +=  a  *  a;  }  [BUGGY]    sum  +=  Math.pow(data[a]  /  NON_FITTING_POSITION_AND_SIZE_MESSAGE]);  [BUGGY]  return  Math.sqrt(sum);  }  [CLASS]  ArrayRealVector  [METHOD]  getNorm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	703	703	2	replace	    sum  +=  Math.pow(data[a]  /  NON_FITTING_POSITION_AND_SIZE_MESSAGE]);		non-compiled	[CE]  ')'  expected	8	None	add
303	[BUG]  [BUGGY]    sum  +=  Math.pow(data[a])/  NON_FITTING_POSITION_AND_SIZE_MESSAGE);  [CE]  ';'  expected  [CONTEXT]  public  double  getNorm()  {  double  sum  =  0;  for  (double  a  :  data)  {  sum  +=  a  *  a;  }  [BUGGY]    sum  +=  Math.pow(data[a])/  NON_FITTING_POSITION_AND_SIZE_MESSAGE);  [BUGGY]  return  Math.sqrt(sum);  }  [CLASS]  ArrayRealVector  [METHOD]  getNorm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	703	703	2	replace	    sum  +=  Math.pow(data[a])/  NON_FITTING_POSITION_AND_SIZE_MESSAGE);		non-compiled	[CE]  ';'  expected	8	None	add
305	[BUG]  [BUGGY]    sum  +=  Math.pow(data[a])/  NON_FITTING_POSITION_AND_SIZE_MESSAGE  *  a);  [CE]  ';'  expected  [CONTEXT]  public  double  getNorm()  {  double  sum  =  0;  for  (double  a  :  data)  {  sum  +=  a  *  a;  }  [BUGGY]    sum  +=  Math.pow(data[a])/  NON_FITTING_POSITION_AND_SIZE_MESSAGE  *  a);  [BUGGY]  return  Math.sqrt(sum);  }  [CLASS]  ArrayRealVector  [METHOD]  getNorm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	703	703	2	replace	    sum  +=  Math.pow(data[a])/  NON_FITTING_POSITION_AND_SIZE_MESSAGE  *  a);		non-compiled	[CE]  ';'  expected	8	None	add
332	[BUG]  [BUGGY]  for(double  a  :  getL1Mean())  {  [CE]  cannot  find  symbol  [CONTEXT]  public  double  getL1Norm()  {  double  sum  =  0;  [BUGGY]  for(double  a  :  getL1Mean())  {  [BUGGY]  sum  +=  Math.abs(a);  }  return  sum;  }  [CLASS]  ArrayRealVector  [METHOD]  getL1Norm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	710	710	2	replace	for(double  a  :  getL1Mean())  {	for  (double  a  :  data)  {  	non-compiled	[CE]  cannot  find  symbol	11	None	replace
334	[BUG]  [BUGGY]  for(double  a  :  getL1Norm())  {  [CE]  for-each  not  applicable  to  expression  type  [CONTEXT]  public  double  getL1Norm()  {  double  sum  =  0;  [BUGGY]  for(double  a  :  getL1Norm())  {  [BUGGY]  sum  +=  Math.abs(a);  }  return  sum;  }  [CLASS]  ArrayRealVector  [METHOD]  getL1Norm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	710	710	2	replace	for(double  a  :  getL1Norm())  {	for  (double  a  :  data)  {  	non-compiled	[CE]  for-each  not  applicable  to  expression  type	11	None	replace
364	[BUG]  [BUGGY]  double  sum  =  0  *  NON_FITTING_POSITION_AND_SIZE_MESSAGE;  [CE]  bad  operand  types  for  binary  operator  '*'  [CONTEXT]  public  double  getNorm()  {  [BUGGY]  double  sum  =  0  *  NON_FITTING_POSITION_AND_SIZE_MESSAGE;  [BUGGY]  for  (double  a  :  data)  {  sum  +=  a  *  a;  }  return  Math.sqrt(sum);  }  [CLASS]  ArrayRealVector  [METHOD]  getNorm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	699	699	2	replace	double  sum  =  0  *  NON_FITTING_POSITION_AND_SIZE_MESSAGE;	double  sum  =  0;  	non-compiled	[CE]  bad  operand  types  for  binary  operator  '*'	1	None	replace
421	[BUG]  [BUGGY]    double[]  data  =  getDataItemCount()  *  NON_FITTING_POSITION_AND_SIZE_MESSAGE;  [CE]  cannot  find  symbol  [CONTEXT]  public  double  getLInfNorm()  {  [BUGGY]    double[]  data  =  getDataItemCount()  *  NON_FITTING_POSITION_AND_SIZE_MESSAGE;  [BUGGY]  double  max  =  0;  for  (double  a  :  data)  {  max  +=  Math.max(max,  Math.abs(a));  }  return  max;  }  [CLASS]  ArrayRealVector  [METHOD]  getLInfNorm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  max  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	719	719	2	replace	    double[]  data  =  getDataItemCount()  *  NON_FITTING_POSITION_AND_SIZE_MESSAGE;		non-compiled	[CE]  cannot  find  symbol	18	None	add
422	[BUG]  [BUGGY]    double  out  =  getImplicitReturn();  [CE]  cannot  find  symbol  [CONTEXT]  public  double  getLInfNorm()  {  [BUGGY]    double  out  =  getImplicitReturn();  [BUGGY]  double  max  =  0;  for  (double  a  :  data)  {  max  +=  Math.max(max,  Math.abs(a));  }  return  max;  }  [CLASS]  ArrayRealVector  [METHOD]  getLInfNorm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  max  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	719	719	2	replace	    double  out  =  getImplicitReturn();		non-compiled	[CE]  cannot  find  symbol	18	None	add
423	[BUG]  [BUGGY]    double[]  data  =  getDataItemCount()  *  NON_FITTING_POSITION_AND_SIZE;  [CE]  cannot  find  symbol  [CONTEXT]  public  double  getLInfNorm()  {  [BUGGY]    double[]  data  =  getDataItemCount()  *  NON_FITTING_POSITION_AND_SIZE;  [BUGGY]  double  max  =  0;  for  (double  a  :  data)  {  max  +=  Math.max(max,  Math.abs(a));  }  return  max;  }  [CLASS]  ArrayRealVector  [METHOD]  getLInfNorm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  max  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	719	719	2	replace	    double[]  data  =  getDataItemCount()  *  NON_FITTING_POSITION_AND_SIZE;		non-compiled	[CE]  cannot  find  symbol	18	None	add
424	[BUG]  [BUGGY]    double  out  =(double[])Math.floor(data,  0,  data.length);  [CE]  method  floor  in  class  Math  cannot  be  applied  to  given  types;  [CONTEXT]  public  double  getLInfNorm()  {  [BUGGY]    double  out  =(double[])Math.floor(data,  0,  data.length);  [BUGGY]  double  max  =  0;  for  (double  a  :  data)  {  max  +=  Math.max(max,  Math.abs(a));  }  return  max;  }  [CLASS]  ArrayRealVector  [METHOD]  getLInfNorm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  max  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	719	719	2	replace	    double  out  =(double[])Math.floor(data,  0,  data.length);		non-compiled	[CE]  method  floor  in  class  Math  cannot  be  applied  to  given  types;	18	None	add
483	[BUG]  [BUGGY]  for(double  a  :  data  ||  a  <  0.0)  {  [CE]  bad  operand  types  for  binary  operator  '||'  [CONTEXT]  public  double  getLInfNorm()  {  double  max  =  0;  [BUGGY]  for(double  a  :  data  ||  a  <  0.0)  {  [BUGGY]  max  +=  Math.max(max,  Math.abs(a));  }  return  max;  }  [CLASS]  ArrayRealVector  [METHOD]  getLInfNorm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  max  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	720	720	2	replace	for(double  a  :  data  ||  a  <  0.0)  {	for  (double  a  :  data)  {  	non-compiled	[CE]  bad  operand  types  for  binary  operator  '||'	19	None	replace
484	[BUG]  [BUGGY]  for(double  a  :  data[a])  {  [CE]  possible  loss  of  precision  [CONTEXT]  public  double  getLInfNorm()  {  double  max  =  0;  [BUGGY]  for(double  a  :  data[a])  {  [BUGGY]  max  +=  Math.max(max,  Math.abs(a));  }  return  max;  }  [CLASS]  ArrayRealVector  [METHOD]  getLInfNorm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  max  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	720	720	2	replace	for(double  a  :  data[a])  {	for  (double  a  :  data)  {  	non-compiled	[CE]  possible  loss  of  precision	19	None	replace
511	[BUG]  [BUGGY]    double  out  =  getL1();  [CE]  cannot  find  symbol  [CONTEXT]  public  double  getL1Norm()  {  [BUGGY]    double  out  =  getL1();  [BUGGY]  double  sum  =  0;  for  (double  a  :  data)  {  sum  +=  Math.abs(a);  }  return  sum;  }  [CLASS]  ArrayRealVector  [METHOD]  getL1Norm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	709	709	2	replace	    double  out  =  getL1();		non-compiled	[CE]  cannot  find  symbol	10	None	add
512	[BUG]  [BUGGY]    double  out  =  DataUtilities.doubleValue(getL1());  [CE]  cannot  find  symbol  [CONTEXT]  public  double  getL1Norm()  {  [BUGGY]    double  out  =  DataUtilities.doubleValue(getL1());  [BUGGY]  double  sum  =  0;  for  (double  a  :  data)  {  sum  +=  Math.abs(a);  }  return  sum;  }  [CLASS]  ArrayRealVector  [METHOD]  getL1Norm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	709	709	2	replace	    double  out  =  DataUtilities.doubleValue(getL1());		non-compiled	[CE]  cannot  find  symbol	10	None	add
513	[BUG]  [BUGGY]    double  out  =  DataUtilities.doubleValue(getL1(),  false);  [CE]  cannot  find  symbol  [CONTEXT]  public  double  getL1Norm()  {  [BUGGY]    double  out  =  DataUtilities.doubleValue(getL1(),  false);  [BUGGY]  double  sum  =  0;  for  (double  a  :  data)  {  sum  +=  Math.abs(a);  }  return  sum;  }  [CLASS]  ArrayRealVector  [METHOD]  getL1Norm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	709	709	2	replace	    double  out  =  DataUtilities.doubleValue(getL1(),  false);		non-compiled	[CE]  cannot  find  symbol	10	None	add
514	[BUG]  [BUGGY]    double  out  =  DataUtilities.doubleValue(getL1(),  data);  [CE]  cannot  find  symbol  [CONTEXT]  public  double  getL1Norm()  {  [BUGGY]    double  out  =  DataUtilities.doubleValue(getL1(),  data);  [BUGGY]  double  sum  =  0;  for  (double  a  :  data)  {  sum  +=  Math.abs(a);  }  return  sum;  }  [CLASS]  ArrayRealVector  [METHOD]  getL1Norm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	709	709	2	replace	    double  out  =  DataUtilities.doubleValue(getL1(),  data);		non-compiled	[CE]  cannot  find  symbol	10	None	add
515	[BUG]  [BUGGY]  [FE]  StackOverflowError  testBasicFunctions  [CONTEXT]  public  double  getL1Norm()  {  [BUGGY]    double  out  =  data[0]  *  getL1Norm();  [BUGGY]  double  sum  =  0;  for  (double  a  :  data)  {  sum  +=  Math.abs(a);  }  return  sum;  }  [CLASS]  ArrayRealVector  [METHOD]  getL1Norm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	709	709	2	add	    double  out  =  data[0]  *  getL1Norm();		compilable	  [FE]  StackOverflowError  testBasicFunctions	10	2
516	[BUG]  [BUGGY]    double  out  =  data[0]  *  getL1Norm();  [FE]  StackOverflowError  testBasicFunctions  [CONTEXT]  public  double  getL1Norm()  {  [BUGGY]    double  out  =  data[0]  *  getL1Norm();  [BUGGY]  double  sum  =  0;  for  (double  a  :  data)  {  sum  +=  Math.abs(a);  }  return  sum;  }  [CLASS]  ArrayRealVector  [METHOD]  getL1Norm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	709	709	2	replace	    double  out  =  data[0]  *  getL1Norm();		compilable	  [FE]  StackOverflowError  testBasicFunctions	10	2	add
543	[BUG]  [BUGGY]  sum  +=  Math.pow(a  /  getL1Norm());  [CE]  method  pow  in  class  Math  cannot  be  applied  to  given  types;  [CONTEXT]  public  double  getL1Norm()  {  double  sum  =  0;  for  (double  a  :  data)  {  [BUGGY]  sum  +=  Math.pow(a  /  getL1Norm());  [BUGGY]  }  return  sum;  }  [CLASS]  ArrayRealVector  [METHOD]  getL1Norm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	711	711	2	replace	sum  +=  Math.pow(a  /  getL1Norm());	sum  +=  Math.abs(a);  	non-compiled	[CE]  method  pow  in  class  Math  cannot  be  applied  to  given  types;	13	None	replace
571	[BUG]  [BUGGY]    sum  +=  DataUtilities.calculateNonConvertingNormalArithmetic(a));  [CE]  ';'  expected  [CONTEXT]  public  double  getNorm()  {  double  sum  =  0;  for  (double  a  :  data)  {  [BUGGY]    sum  +=  DataUtilities.calculateNonConvertingNormalArithmetic(a));  [BUGGY]  sum  +=  a  *  a;  }  return  Math.sqrt(sum);  }  [CLASS]  ArrayRealVector  [METHOD]  getNorm  [RETURN_TYPE]  double  [VARIABLES]  RealVectorFormat  DEFAULT_FORMAT  String  NON_FITTING_POSITION_AND_SIZE_MESSAGE  boolean  double[]  d  data  out  v  v1  v2  long  serialVersionUID  double  a  sum  	projects/Math77/src/main/java/org/apache/commons/math/linear/ArrayRealVector.java	0.7071067811865475	701	701	2	replace	    sum  +=  DataUtilities.calculateNonConvertingNormalArithmetic(a));		non-compiled	[CE]  ';'  expected	6	None	add
