bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	original_failing_test_number	action	patch	original_buggy	execution_result	diagnosis	previous_bug_id	new_failing_test_number
this_action1	[BUG]  [BUGGY]  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom  [CONTEXT]  protected  double  getDomainLowerBound(double  p)  {  [BUGGY]  return  0.0  /  denominatorDegreesOfFreedom  *  getNumeratorDegreesOfFreedom();  [BUGGY]  }  [CLASS]  FDistributionImpl  [METHOD]  getDomainLowerBound  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	119	119	1	add	return  0.0  /  denominatorDegreesOfFreedom  *  getNumeratorDegreesOfFreedom();	return  0.0;  	compilable	  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom	1	1
185	[BUG]  [BUGGY]    if(p  ==  0)  {  if(p.getStandardDeviation()  >  0)  {  return  Math.sqrt(Math.abs(0.0)+  Math.abs(1.0));  }  [CE]  illegal  start  of  expression  [CONTEXT]  public  double  inverseCumulativeProbability(final  double  p)  throws  MathException  {  if  (p  ==  0)  {  return  0d;  }  if  (p  ==  1)  {  return  Double.POSITIVE_INFINITY;  }  [BUGGY]    if(p  ==  0)  {  if(p.getStandardDeviation()  >  0)  {  return  Math.sqrt(Math.abs(0.0)+  Math.abs(1.0));  }  [BUGGY]  return  super.inverseCumulativeProbability(p);  }  [CLASS]  FDistributionImpl  [METHOD]  inverseCumulativeProbability  [RETURN_TYPE]  double  final  double  p  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5	106	106	1	replace	    if(p  ==  0)  {  if(p.getStandardDeviation()  >  0)  {  return  Math.sqrt(Math.abs(0.0)+  Math.abs(1.0));  }		non-compiled	[CE]  illegal  start  of  expression	12	None	add
214	[BUG]  [BUGGY]  ret  =  Beta.regularizedBeta((  n  *  x)/  (Math.abs(m  +  n  *  x),  0.5  *  n,  0.5  *  m);  [CE]  ')'  expected  [CONTEXT]  public  double  cumulativeProbability(double  x)  throws  MathException  {  double  ret;  if  (x  <=  0.0)  {  ret  =  0.0;  }  else  {  double  n  =  getNumeratorDegreesOfFreedom();  double  m  =  getDenominatorDegreesOfFreedom();  [BUGGY]  ret  =  Beta.regularizedBeta((  n  *  x)/  (Math.abs(m  +  n  *  x),  0.5  *  n,  0.5  *  m);  [BUGGY]  0.5  *  n,  0.5  *  m);  }  return  ret;  }  [CLASS]  FDistributionImpl  [METHOD]  cumulativeProbability  [RETURN_TYPE]  double  double  x  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.4472135954999579	78	80	1	replace	ret  =  Beta.regularizedBeta((  n  *  x)/  (Math.abs(m  +  n  *  x),  0.5  *  n,  0.5  *  m);	ret  =  Beta.regularizedBeta((n  *  x)  /  (m  +  n  *  x),  0.5  *  n,    0.5  *  m);  	non-compiled	[CE]  ')'  expected	17	None	replace
242	[BUG]  [BUGGY]    if(p  <.5)  {  if(getDenominatorDegreesOfFreedom()  >  0)  {  return  Math.max(getDenominatorDegreesOfFreedom(),  p);  }  [CE]  illegal  start  of  expression  [CONTEXT]  protected  double  getDomainUpperBound(double  p)  {  [BUGGY]    if(p  <.5)  {  if(getDenominatorDegreesOfFreedom()  >  0)  {  return  Math.max(getDenominatorDegreesOfFreedom(),  p);  }  [BUGGY]  return  Double.MAX_VALUE;  }  [CLASS]  FDistributionImpl  [METHOD]  getDomainUpperBound  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	132	132	1	replace	    if(p  <.5)  {  if(getDenominatorDegreesOfFreedom()  >  0)  {  return  Math.max(getDenominatorDegreesOfFreedom(),  p);  }		non-compiled	[CE]  illegal  start  of  expression	4	None	add
243	[BUG]  [BUGGY]    if(p  <.5)  {  if(getDenominatorDegreesOfFreedom()  >  0)  {  return  Math.max(getDenominatorDegreesOfFreedom()  /  getDenominatorDegreesOfFreedom());  }  [CE]  illegal  start  of  expression  [CONTEXT]  protected  double  getDomainUpperBound(double  p)  {  [BUGGY]    if(p  <.5)  {  if(getDenominatorDegreesOfFreedom()  >  0)  {  return  Math.max(getDenominatorDegreesOfFreedom()  /  getDenominatorDegreesOfFreedom());  }  [BUGGY]  return  Double.MAX_VALUE;  }  [CLASS]  FDistributionImpl  [METHOD]  getDomainUpperBound  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	132	132	1	replace	    if(p  <.5)  {  if(getDenominatorDegreesOfFreedom()  >  0)  {  return  Math.max(getDenominatorDegreesOfFreedom()  /  getDenominatorDegreesOfFreedom());  }		non-compiled	[CE]  illegal  start  of  expression	4	None	add
244	[BUG]  [BUGGY]    if(p  <.5)  {  if(getDenominatorDegreesOfFreedom()  >  0)  {  return  Math.max(getDenominatorDegreesOfFreedom()  /  Math.min(p,  0.0));  }  [CE]  illegal  start  of  expression  [CONTEXT]  protected  double  getDomainUpperBound(double  p)  {  [BUGGY]    if(p  <.5)  {  if(getDenominatorDegreesOfFreedom()  >  0)  {  return  Math.max(getDenominatorDegreesOfFreedom()  /  Math.min(p,  0.0));  }  [BUGGY]  return  Double.MAX_VALUE;  }  [CLASS]  FDistributionImpl  [METHOD]  getDomainUpperBound  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	132	132	1	replace	    if(p  <.5)  {  if(getDenominatorDegreesOfFreedom()  >  0)  {  return  Math.max(getDenominatorDegreesOfFreedom()  /  Math.min(p,  0.0));  }		non-compiled	[CE]  illegal  start  of  expression	4	None	add
245	[BUG]  [BUGGY]    if(p  <.5)  {  if(getDenominatorDegreesOfFreedom()  >  m)  {  return  Math.max(getDenominatorDegreesOfFreedom(),  p);  }  [CE]  illegal  start  of  expression  [CONTEXT]  protected  double  getDomainUpperBound(double  p)  {  [BUGGY]    if(p  <.5)  {  if(getDenominatorDegreesOfFreedom()  >  m)  {  return  Math.max(getDenominatorDegreesOfFreedom(),  p);  }  [BUGGY]  return  Double.MAX_VALUE;  }  [CLASS]  FDistributionImpl  [METHOD]  getDomainUpperBound  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	132	132	1	replace	    if(p  <.5)  {  if(getDenominatorDegreesOfFreedom()  >  m)  {  return  Math.max(getDenominatorDegreesOfFreedom(),  p);  }		non-compiled	[CE]  illegal  start  of  expression	4	None	add
301	[BUG]  [BUGGY]  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom  [CONTEXT]  protected  double  getInitialDomain(double  p)  {  double  ret;  double  d  =  getDenominatorDegreesOfFreedom();  ret  =  d  /  (d  -  2.0);  [BUGGY]  return  ret  *  p;  [BUGGY]  }  [CLASS]  FDistributionImpl  [METHOD]  getInitialDomain  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  d  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	148	148	1	add	return  ret  *  p;	return  ret;  	compilable	  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom	9	1
302	[BUG]  [BUGGY]  return  ret  *  p;  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom  [CONTEXT]  protected  double  getInitialDomain(double  p)  {  double  ret;  double  d  =  getDenominatorDegreesOfFreedom();  ret  =  d  /  (d  -  2.0);  [BUGGY]  return  ret  *  p;  [BUGGY]  }  [CLASS]  FDistributionImpl  [METHOD]  getInitialDomain  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  d  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	148	148	1	replace	return  ret  *  p;	return  ret;  	compilable	  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom	9	1	replace
303	[BUG]  [BUGGY]  return  ret  *  m;  [CE]  cannot  find  symbol  m  [CONTEXT]  protected  double  getInitialDomain(double  p)  {  double  ret;  double  d  =  getDenominatorDegreesOfFreedom();  ret  =  d  /  (d  -  2.0);  [BUGGY]  return  ret  *  m;  [BUGGY]  }  [CLASS]  FDistributionImpl  [METHOD]  getInitialDomain  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  d  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	148	148	1	replace	return  ret  *  m;	return  ret;  	non-compiled	[CE]  cannot  find  symbol  m	9	None	replace
304	[BUG]  [BUGGY]  return  ret  *  num;  [CE]  cannot  find  symbol  num  [CONTEXT]  protected  double  getInitialDomain(double  p)  {  double  ret;  double  d  =  getDenominatorDegreesOfFreedom();  ret  =  d  /  (d  -  2.0);  [BUGGY]  return  ret  *  num;  [BUGGY]  }  [CLASS]  FDistributionImpl  [METHOD]  getInitialDomain  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  d  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	148	148	1	replace	return  ret  *  num;	return  ret;  	non-compiled	[CE]  cannot  find  symbol  num	9	None	replace
332	[BUG]  [BUGGY]  return  Double.MAX_VALUE  *  Math.pow(Double.doubleToLongBound(p));  [CE]  cannot  find  symbol  [CONTEXT]  protected  double  getDomainUpperBound(double  p)  {  [BUGGY]  return  Double.MAX_VALUE  *  Math.pow(Double.doubleToLongBound(p));  [BUGGY]  }  [CLASS]  FDistributionImpl  [METHOD]  getDomainUpperBound  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	132	132	1	replace	return  Double.MAX_VALUE  *  Math.pow(Double.doubleToLongBound(p));	return  Double.MAX_VALUE;  	non-compiled	[CE]  cannot  find  symbol	3	None	replace
333	[BUG]  [BUGGY]  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom  [CONTEXT]  protected  double  getDomainUpperBound(double  p)  {  [BUGGY]  return  Double.MAX_VALUE  /  Double.MIN_VALUE;  [BUGGY]  }  [CLASS]  FDistributionImpl  [METHOD]  getDomainUpperBound  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	132	132	1	add	return  Double.MAX_VALUE  /  Double.MIN_VALUE;	return  Double.MAX_VALUE;  	compilable	  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom	3	1
334	[BUG]  [BUGGY]  return  Double.MAX_VALUE  /  Double.MIN_VALUE;  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom  [CONTEXT]  protected  double  getDomainUpperBound(double  p)  {  [BUGGY]  return  Double.MAX_VALUE  /  Double.MIN_VALUE;  [BUGGY]  }  [CLASS]  FDistributionImpl  [METHOD]  getDomainUpperBound  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	132	132	1	replace	return  Double.MAX_VALUE  /  Double.MIN_VALUE;	return  Double.MAX_VALUE;  	compilable	  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom	3	1	replace
334	[BUG]  [BUGGY]  return  Double.MAX_VALUE  *  Math.pow(DomainUpper.MIN_VALUE,  p);  [CE]  cannot  find  symbol  DomainUpper  [CONTEXT]  protected  double  getDomainUpperBound(double  p)  {  [BUGGY]  return  Double.MAX_VALUE  *  Math.pow(DomainUpper.MIN_VALUE,  p);  [BUGGY]  }  [CLASS]  FDistributionImpl  [METHOD]  getDomainUpperBound  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	132	132	1	replace	return  Double.MAX_VALUE  *  Math.pow(DomainUpper.MIN_VALUE,  p);	return  Double.MAX_VALUE;  	non-compiled	[CE]  cannot  find  symbol  DomainUpper	3	None	replace
393	[BUG]  [BUGGY]    int  m  =  getNumeratorDegreesOfFreedom();  [CE]  possible  loss  of  precision  [CONTEXT]  protected  double  getInitialDomain(double  p)  {  double  ret;  [BUGGY]    int  m  =  getNumeratorDegreesOfFreedom();  [BUGGY]  double  d  =  getDenominatorDegreesOfFreedom();  ret  =  d  /  (d  -  2.0);  return  ret;  }  [CLASS]  FDistributionImpl  [METHOD]  getInitialDomain  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  d  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	145	145	1	replace	    int  m  =  getNumeratorDegreesOfFreedom();		non-compiled	[CE]  possible  loss  of  precision	6	None	add
394	[BUG]  [BUGGY]  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom  [CONTEXT]  protected  double  getInitialDomain(double  p)  {  double  ret;  [BUGGY]    double  m  =  getNumeratorDegreesOfFreedom()  *  Math.pow(0.0,  p);  [BUGGY]  double  d  =  getDenominatorDegreesOfFreedom();  ret  =  d  /  (d  -  2.0);  return  ret;  }  [CLASS]  FDistributionImpl  [METHOD]  getInitialDomain  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  d  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	145	145	1	add	    double  m  =  getNumeratorDegreesOfFreedom()  *  Math.pow(0.0,  p);		compilable	  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom	6	1
395	[BUG]  [BUGGY]    double  m  =  getNumeratorDegreesOfFreedom()  *  Math.pow(0.0,  p);  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom  [CONTEXT]  protected  double  getInitialDomain(double  p)  {  double  ret;  [BUGGY]    double  m  =  getNumeratorDegreesOfFreedom()  *  Math.pow(0.0,  p);  [BUGGY]  double  d  =  getDenominatorDegreesOfFreedom();  ret  =  d  /  (d  -  2.0);  return  ret;  }  [CLASS]  FDistributionImpl  [METHOD]  getInitialDomain  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  d  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	145	145	1	replace	    double  m  =  getNumeratorDegreesOfFreedom()  *  Math.pow(0.0,  p);		compilable	  [FE]  IllegalArgumentException  testSmallDegreesOfFreedom	6	1	add
395	[BUG]  [BUGGY]    m  =  getNumeratorDegreesOfFreedom();  [CE]  cannot  find  symbol  m  [CONTEXT]  protected  double  getInitialDomain(double  p)  {  double  ret;  [BUGGY]    m  =  getNumeratorDegreesOfFreedom();  [BUGGY]  double  d  =  getDenominatorDegreesOfFreedom();  ret  =  d  /  (d  -  2.0);  return  ret;  }  [CLASS]  FDistributionImpl  [METHOD]  getInitialDomain  [RETURN_TYPE]  double  double  p  [VARIABLES]  double  d  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.5773502691896258	145	145	1	replace	    m  =  getNumeratorDegreesOfFreedom();		non-compiled	[CE]  cannot  find  symbol  m	6	None	add
512	[BUG]  [BUGGY]    ret  =  super.cumulativeProbability(x);  [CE]  abstract  method  cumulativeProbability(double)  in  Distribution  cannot  be  accessed  directly  [CONTEXT]  public  double  cumulativeProbability(double  x)  throws  MathException  {  double  ret;  if  (x  <=  0.0)  {  ret  =  0.0;  }  else  {  [BUGGY]    ret  =  super.cumulativeProbability(x);  [BUGGY]  double  n  =  getNumeratorDegreesOfFreedom();  double  m  =  getDenominatorDegreesOfFreedom();  ret  =  Beta.regularizedBeta((n  *  x)  /  (m  +  n  *  x),  0.5  *  n,  0.5  *  m);  }  return  ret;  }  [CLASS]  FDistributionImpl  [METHOD]  cumulativeProbability  [RETURN_TYPE]  double  double  x  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.4472135954999579	75	75	1	replace	    ret  =  super.cumulativeProbability(x);		non-compiled	[CE]  abstract  method  cumulativeProbability(double)  in  Distribution  cannot  be  accessed  directly	14	None	add
513	[BUG]  [BUGGY]    ret  =  getSmallDegreesOfFreedom();  [CE]  cannot  find  symbol  [CONTEXT]  public  double  cumulativeProbability(double  x)  throws  MathException  {  double  ret;  if  (x  <=  0.0)  {  ret  =  0.0;  }  else  {  [BUGGY]    ret  =  getSmallDegreesOfFreedom();  [BUGGY]  double  n  =  getNumeratorDegreesOfFreedom();  double  m  =  getDenominatorDegreesOfFreedom();  ret  =  Beta.regularizedBeta((n  *  x)  /  (m  +  n  *  x),  0.5  *  n,  0.5  *  m);  }  return  ret;  }  [CLASS]  FDistributionImpl  [METHOD]  cumulativeProbability  [RETURN_TYPE]  double  double  x  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.4472135954999579	75	75	1	replace	    ret  =  getSmallDegreesOfFreedom();		non-compiled	[CE]  cannot  find  symbol	14	None	add
514	[BUG]  [BUGGY]    ret  =  getMean();  [CE]  cannot  find  symbol  [CONTEXT]  public  double  cumulativeProbability(double  x)  throws  MathException  {  double  ret;  if  (x  <=  0.0)  {  ret  =  0.0;  }  else  {  [BUGGY]    ret  =  getMean();  [BUGGY]  double  n  =  getNumeratorDegreesOfFreedom();  double  m  =  getDenominatorDegreesOfFreedom();  ret  =  Beta.regularizedBeta((n  *  x)  /  (m  +  n  *  x),  0.5  *  n,  0.5  *  m);  }  return  ret;  }  [CLASS]  FDistributionImpl  [METHOD]  cumulativeProbability  [RETURN_TYPE]  double  double  x  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.4472135954999579	75	75	1	replace	    ret  =  getMean();		non-compiled	[CE]  cannot  find  symbol	14	None	add
515	[BUG]  [BUGGY]    ret  =  Math.exp(-x  *  Math.log(1.0))  /  getSmallDegreesOfFreedom();  [CE]  cannot  find  symbol  [CONTEXT]  public  double  cumulativeProbability(double  x)  throws  MathException  {  double  ret;  if  (x  <=  0.0)  {  ret  =  0.0;  }  else  {  [BUGGY]    ret  =  Math.exp(-x  *  Math.log(1.0))  /  getSmallDegreesOfFreedom();  [BUGGY]  double  n  =  getNumeratorDegreesOfFreedom();  double  m  =  getDenominatorDegreesOfFreedom();  ret  =  Beta.regularizedBeta((n  *  x)  /  (m  +  n  *  x),  0.5  *  n,  0.5  *  m);  }  return  ret;  }  [CLASS]  FDistributionImpl  [METHOD]  cumulativeProbability  [RETURN_TYPE]  double  double  x  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.4472135954999579	75	75	1	replace	    ret  =  Math.exp(-x  *  Math.log(1.0))  /  getSmallDegreesOfFreedom();		non-compiled	[CE]  cannot  find  symbol	14	None	add
544	[BUG]  [BUGGY]  if(p  ==  0  ||  p  >  0x)  {  [CE]  hexadecimal  numbers  must  contain  at  least  one  hexadecimal  digit  [CONTEXT]  public  double  inverseCumulativeProbability(final  double  p)  throws  MathException  {  [BUGGY]  if(p  ==  0  ||  p  >  0x)  {  [BUGGY]  return  0d;  }  if  (p  ==  1)  {  return  Double.POSITIVE_INFINITY;  }  return  super.inverseCumulativeProbability(p);  }  [CLASS]  FDistributionImpl  [METHOD]  inverseCumulativeProbability  [RETURN_TYPE]  double  final  double  p  [VARIABLES]  double  denominatorDegreesOfFreedom  m  n  numeratorDegreesOfFreedom  p  ret  x  long  serialVersionUID  boolean  	projects/Math95/src/java/org/apache/commons/math/distribution/FDistributionImpl.java	0.4472135954999579	100	100	1	replace	if(p  ==  0  ||  p  >  0x)  {	if  (p  ==  0)  {  	non-compiled	[CE]  hexadecimal  numbers  must  contain  at  least  one  hexadecimal  digit	19	None	replace
